Id,Artist,AveCoefficient,AveFrequency,NumUsers,NumListens
1618,ã™ã‚ã²ã§ãŠ,0.585147799394016,47.8571428571429,7,11
1677,å‰å·ã¿ã,0.472503289758909,137.142857142857,7,10
1680,ãƒ¨ã‚¦ãƒ˜ã‚¤,0.227217762823386,2348.28571428571,7,42
1705,ã¦ã«ã‚’ã¯,0.373509093312374,334.142857142857,7,25
1749,ã‚·ã‚¢ã‚¿ãƒ¼ã‚¬ãƒ¼ãƒ«ã‚º,0.375396324950348,1735.85714285714,7,7
1806,ã‚¢ãƒ©ã‚¸ãƒ³,0.329876234827249,5459.42857142857,7,21
1811,ãƒ­ã‚¯ã‚»ãƒ³ãƒ,0.526532017837232,272.285714285714,7,9
1902,ãƒˆãƒ¬ã‚¤ã‚·ãƒ¼,0.411445007986532,181.428571428571,7,15
2029,ãƒ’ãƒ‡ã¨ãƒ­ã‚¶ãƒ³ãƒŠ,0.45369744646729,4127.42857142857,7,27
2071,ã‚¨ã‚¯ãƒªãƒƒãƒ—ã‚¹,0.609572478805022,154,7,9
2076,ãƒ•ãƒªã‚¯ã‚·ãƒ§ãƒ³,0.378065666397496,622.857142857143,7,15
2094,ã‚¨ãƒªã‚ªã‚’ã‹ã¾ã£ã¦ã¡ã‚ƒã‚“,0.427857521599897,160.285714285714,7,7
2135,ã‚¨ã‚¤ãƒ—ãƒªãƒ«ã‚º,0.569984863207467,1513.85714285714,7,9
2256,ã—ã‚ƒã‚€ãŠã‚“,0.338536785622767,54.2857142857143,7,20
2345,ã‚ªã‚º,0.53929577269766,1535.57142857143,7,9
2494,å¤ªç”°ç¾ŽçŸ¥å½¦,0.37181072761325,296.142857142857,7,9
2509,å°å®®çŸ¥å­,0.62580967534258,36.4285714285714,7,9
2566,å®®æ²¢ã‚Šãˆ,0.325682147914588,5341.14285714286,7,12
2569,å”æ²¢ç¾Žå¸†,0.465421196768139,146.142857142857,7,12
2579,å¤æ³‰ä¸€æ¨¹,0.519525356348567,77,7,8
2580,ä¸‰æ³¢æ˜¥å¤«,0.46507851996746,4223.85714285714,7,26
2596,ä¸‹æˆä½ç™»å­,0.636828953726967,24,7,7
2620,ä¸­æ¡ãã‚ˆã—,0.355190436726207,4208,7,9
2632,å‹æ‰‹ã«ã—ã‚„ãŒã‚Œ,0.641289051213599,3429.14285714286,7,14
2634,å·æ‘ä¸‡æ¢¨é˜¿,0.607043523497044,2582,7,11
2645,å°æ—©å·ç´—æž,0.564848708906176,150.285714285714,7,8
2689,ä¸‰æ©‹ç¾Žæ™ºä¹Ÿ,0.516332495855363,919,7,12
2700,å·æ‘çµèŠ±,0.631273160586033,2065,7,8
2787,å®®æœ¬ç¬‘é‡Œ,0.601945742735216,12,7,7
2809,å¤§æŸ´åºƒå·±,0.516227862869243,29.1428571428571,7,10
2868,ã‚«ã‚ºãƒ³,0.560142467997838,3433.85714285714,7,7
2870,å°å¯ºå¯å—å­,0.456987485957277,1288.57142857143,7,10
2904,å¤©åœ°çœŸç†,0.323244033879924,5381.57142857143,7,37
2926,Aardvark,0.160011842106152,2337.28571428571,7,40
2979,ãã‚Šã‚€,0.562659322218146,15.1428571428571,7,7
3005,ãƒ¦ãƒŠã‚¤ãƒ†ãƒƒãƒ‰ãƒ¢ãƒ³ãƒ¢ãƒ³ã‚µãƒ³,0.720830308407948,10.1428571428571,7,7
3104,ã‚«ãƒŽã‚¨ãƒ©ãƒŠ,0.583937290561045,13.5714285714286,7,10
3113,ä¸­ãƒŽæ£®BAND,0.517312380094079,2955.14285714286,7,11
3151,ã‚¸ãƒ ãƒŽãƒšãƒ‡ã‚£,0.596185457055022,10.1428571428571,7,9
3185,Abbacadabra,0.520475461681873,684.428571428571,7,40
3197,Abby,0.248338284127623,2496.57142857143,7,22
3248,Abigor,0.659099341651661,1463.14285714286,7,9
3264,ABK,0.492751063798514,3299,7,14
3340,Absolom,0.26693810429664,7344.57142857143,7,72
3371,A Bullet for Pretty Boy,0.460780609926681,4553.28571428571,7,21
3378,Abysmal Dawn,0.623483941045072,4982.14285714286,7,30
3416,å‰ç”°å…„å¼Ÿ,0.662451714605992,25.2857142857143,7,9
3454,å…ƒç”°æµç¾Ž,0.43594688881298,309.142857142857,7,10
3461,å‰ç”°æœ‰é‡Œ,0.534119082142312,45.1428571428571,7,8
3512,AccuÂ§er,0.335100277823296,8719.57142857143,7,38
3515,å‰ç”°çŽ²å¥ˆ,0.51775075939698,1347.71428571429,7,15
3540,å±±ç”°èœã€…,0.534647789119305,1835.14285714286,7,17
3568,Acheron,0.34906930509611,5677.71428571429,7,29
3652,Acrimony,0.35579900433587,2835.28571428571,7,57
3749,Adam Angst,0.333793867599272,1849.28571428571,7,18
3774,Adam Freeland,0.640972508896489,3408.28571428571,7,9
3830,Adani & Wolf,0.187824214929644,13288,7,211
3856,Adebisi Shank,0.477871914507181,1073.57142857143,7,13
4005,Adrian Younge,0.357675318524758,5801.85714285714,7,22
4020,Adult Jazz,0.539092287448687,4862.14285714286,7,32
4090,æ¾å‚æ…¶å­,0.45798189481194,4213.14285714286,7,13
4095,æ¾æ¾¤ç”±å®Ÿ,0.572964378390315,87,7,8
4128,å®‡éƒ½å®®éš†,0.521448047618543,57.7142857142857,7,11
4203,æ²¢ç€‰,0.626442736848654,40.4285714285714,7,7
4227,æ­³ç´äº¬å­,0.434352615445039,1310.57142857143,7,11
4255,æ©‹å¹¸å¤«,0.435560426437575,4170.57142857143,7,28
4269,æµ…å²¡é›„ä¹Ÿ,0.534596086493687,235,7,10
4278,å±±è„‡å®å­,0.522118074021896,40.7142857142857,7,7
4299,æ¨ªå±±å¥,0.505004773751768,1858.28571428571,7,16
4334,æ¨ªå±±è¼ä¸€,0.481151343780226,1294.42857142857,7,16
4366,æ€ã„å‡ºé‡ŽéƒŽAãƒãƒ¼ãƒ ,0.717053321444313,51.1428571428571,7,10
4388,æˆ¸å·ç´”ã¨ãƒ¤ãƒ—ãƒ¼ã‚º,0.376347438972776,1950.57142857143,7,19
4398,æ¸‹ã•çŸ¥ã‚‰ã‚º,0.561428038207387,276.571428571429,7,26
4407,æ‘æ¾å¥,0.68532885005335,128,7,24
4482,æ£®æ°¸çœŸç”±ç¾Ž,0.604170572657968,10,7,12
4541,æƒ‘æ˜Ÿè¨ˆç”»,0.768863126132855,23,7,7
4555,æ«»äº•å­å®,0.541858467468352,22.4285714285714,7,7
4626,æ°´åŽŸè–«,0.514035486649233,43,7,8
4662,æµ…ç”°ä¿¡ä¸€,0.509142671879384,92.8571428571429,7,10
4687,æ‰ç”°æ™ºå’Œ,0.627195449479837,23.2857142857143,7,7
4746,æ¸¡è¾ºå–„å¤ªéƒŽ,0.435482213520993,92.7142857142857,7,9
4810,æ¸¡éƒ¨æ­ä¹…,0.669290118885806,27.8571428571429,7,12
4840,æ°´è°·éº»é‡Œ,0.345178651229937,4691.57142857143,7,22
4861,æ—¥é£Ÿãªã¤ã“,0.663578439569896,45.2857142857143,7,10
4937,æœ«å…‰ç¯¤,0.603564797596097,2343.14285714286,7,7
4945,æœ‰å‚çœŸç™½,0.465925250923116,14,7,11
5006,æµœç”°ã°ã¿ã‚…ã°ã¿ã‚…,0.52843739790915,77,7,8
5040,Aeon,0.648887436920024,1872,7,89
5105,Aether,0.153220343792076,12855.4285714286,7,83
5137,æ±Ÿåˆ©ãƒã‚¨ãƒŸ,0.378897483281711,4454.85714285714,7,16
5182,æŽä½³è–‡,0.570236276795433,1190.28571428571,7,14
5199,ä¸­é‡Žãƒ†ãƒ«ãƒ²,0.532100046187088,37.1428571428571,7,11
5205,å°é‡Žå‹æ¨¹,0.451070043080959,176,7,11
5298,æ± ç”°é´»,0.298958295420041,880.285714285714,7,16
5300,æ¥ ç€¬èª å¿—éƒŽ,0.421187236304227,4699,7,30
5314,Affiance,0.354049814231712,6178.85714285714,7,43
5342,African Head Charge,0.309127014377533,14576,7,104
5348,Afric Simone,0.545537084476395,3063.57142857143,7,19
5424,Against All Will,0.18637676536529,14244.7142857143,7,42
5491,Aghora,0.484409314747677,6132.71428571429,7,28
5513,AGO,0.154545332679563,8872.57142857143,7,49
5682,Air France,0.33643704280266,11715.4285714286,7,14
5686,Airiel,0.336222419458235,12268.5714285714,7,24
5728,Aiza Seguerra,0.421918300670603,1111.42857142857,7,103
5738,Ajja,0.322948369298703,8491.85714285714,7,38
5762,Akasha,0.364772611863404,11380.2857142857,7,33
5777,Akhenaton,0.357262575369118,3502.85714285714,7,39
5904,Alana Davis,0.494116462839834,9035.14285714286,7,13
5979,Alas,0.276360282338635,1269.57142857143,7,9
6029,Albertina Walker,0.065922692335506,7236.85714285714,7,81
6037,Alberto Camerini,0.427673298318379,3176.42857142857,7,17
6040,Alberto Gambino,0.610931257993693,815.142857142857,7,7
6041,Alberto Iglesias,0.645263943757093,2062.14285714286,7,9
6097,Al Cohn,0.457042387727863,4853.42857142857,7,29
6141,Aleem,0.205618371857902,9779.14285714286,7,82
6153,Alejandro de Pinedo,0.230841117283653,8438.42857142857,7,56
6205,Alessis Ark,0.243806024921891,16012.2857142857,7,16
6218,Alexander Acha,0.501437336059347,1363.57142857143,7,9
6225,Alexander Ebert,0.117495863711942,15917.2857142857,7,177
6274,Alex Baroni,0.521919087745662,521.428571428571,7,11
6347,Alex Lloyd,0.383709174590686,9753.14285714286,7,34
6379,Alex Schulz,0.332530831609444,4824.28571428571,7,50
6457,Al Gromer Khan,0.267553358510126,6384.85714285714,7,248
6476,Aliados,0.43212364501709,218.571428571429,7,12
6516,Alice in Videoland,0.425264422672984,5242.42857142857,7,10
6578,Alif Tree,0.434633939059771,6499.71428571429,7,32
6590,Alika,0.426113234189509,4932.42857142857,7,11
6602,Aline Barros,0.285250151482945,3499.57142857143,7,116
6656,Ali Zafar,0.643012621715353,23.5714285714286,7,8
6662,Al Johnson,0.296616386981597,7151.42857142857,7,19
6691,All Angels,0.278411407102642,8165.85714285714,7,34
6699,Allan Sherman,0.159883770386417,16133.2857142857,7,152
6743,All for One,0.262461773833779,6877.42857142857,7,92
6746,All Girl Summer Fun Band,0.648519560565363,10343.7142857143,7,16
6754,Alliance Ethnik,0.227134602925433,8593.42857142857,7,31
6794,All Pigs Must Die,0.47328669293507,1849.71428571429,7,12
6825,All Tiny Creatures,0.254032191228971,16611.4285714286,7,58
6885,Aloha,0.290674915000983,17813,7,123
6886,Aloha From Hell,0.617288986012739,1728.71428571429,7,10
6973,AlTarba,0.429151734376614,2007.57142857143,7,20
6978,Altar of Plagues,0.723930558841824,415.571428571429,7,10
7055,Alvin Cash & The Crawlers,0.286419241755826,12337.1428571429,7,53
7192,Â¡Mayday!,0.50107947351938,38.2857142857143,7,14
7217,Ambelique,0.143694634771124,7852.28571428571,7,47
7218,Ambeon,0.261677517289296,7567.28571428571,7,23
7223,Amber Coffman,0.313525614687276,1839.85714285714,7,30
7269,Ameba,0.66323874338585,22,7,10
7271,Amedeo Minghi,0.346043964044844,3260,7,39
7413,Amongst Myselves,0.0841244307053716,10214.7142857143,7,104
7481,Amusement Parks on Fire,0.275731312321272,14817.2857142857,7,19
7542,Anacrusis,0.437750616554987,10588.5714285714,7,516
7559,Anakelly,0.234825862854802,5527.14285714286,7,42
7577,Analogy,0.296979724348383,1331,7,20
7588,Ana Moura,0.583163670302377,2687.57142857143,7,11
7756,Andrea Oliva,0.710030080910172,1125.14285714286,7,11
7759,Andrea Razzauti,0.228809073855167,6606.14285714286,7,53
7807,Andre Ward,0.173484458480881,9238.85714285714,7,245
7834,Andre Williams,0.351067403506875,11197.5714285714,7,47
7903,Andy Bell,0.220948945931181,14660.8571428571,7,20
7905,Andy Blueman,0.596897089441675,1146,7,14
7964,Andy MontaÃ±ez,0.479615680920647,322.285714285714,7,25
7981,Andy Snitzer,0.298479351471612,6736.14285714286,7,77
8116,Angelspit,0.431063779454535,1670.14285714286,7,48
8129,Angger Dimas,0.319835308265545,2803.14285714286,7,23
8140,Angie Gold,0.465143826392281,3630.57142857143,7,24
8171,Anhedonia,0.639324232127126,18.8571428571429,7,8
8192,Animal Alpha,0.560932596662209,1864.71428571429,7,40
8217,Anima Mundi,0.576879565734814,1625.28571428571,7,11
8265,Anjali World,0.188465034662464,6553,7,17
8283,Anna,0.402909429721166,543.285714285714,7,10
8321,Anna Maria Jopek,0.381399707380276,4767.14285714286,7,52
8386,Annette Funicello,0.371499549866267,9111.71428571429,7,31
8661,Antoine Dunn,0.224060733778345,5132.57142857143,7,19
8685,Antonio Cartagena,0.230230089422284,1409.85714285714,7,33
8691,Antonio Flores,0.568340985386028,5489.14285714286,7,17
8761,Anything Box,0.360203932916814,9940.71428571429,7,19
8768,Ao,0.479677062859565,67.5714285714286,7,11
8804,åºƒæ©‹æ¶¼,0.54024335366197,59.2857142857143,7,7
8839,å‡ºç¾½è‰¯å½°,0.561860780674061,31.8571428571429,7,19
8889,åŒ—æ‘å‹é¦™,0.371846974427793,314.285714285714,7,13
8943,å¿Œé‡Žæ¸…å¿—éƒŽ Little Screaming Revue,0.597770681032808,133.857142857143,7,10
8974,äºŒä»£ç›® å¤©ä¸‹èŒ¶å±‹å­,0.654492038656955,38.2857142857143,7,7
8978,äºœæ³¢æ ¹ç¶¾ä¹ƒ,0.50720528287855,2457,7,10
8989,äºŒéšŽå ‚åƒé¶´,0.58344893585422,22.2857142857143,7,14
9101,Apoteosi,0.311855511752706,1888.28571428571,7,10
9171,Aqua Bassino,0.419718700954602,4579.42857142857,7,58
9205,Aquelarre,0.362924453461629,1190.57142857143,7,8
9316,Archspire,0.536835513655718,450,7,13
9370,Argy,0.499700484804685,2839,7,11
9420,Arion,0.500194102613148,1064.28571428571,7,11
9481,Arling & Cameron,0.212955593093177,10634.5714285714,7,99
9506,Armando,0.212279758895352,5394.28571428571,7,15
9623,Arsis,0.405168109407846,6727.14285714286,7,19
9653,Artemis,0.148959564314046,12777.1428571429,7,229
9694,Arthur Prysock,0.391142520234309,2509.28571428571,7,59
9704,Article One,0.22813579400787,14962.8571428571,7,137
9799,Aryay,0.70445269695479,314,7,7
9904,ASC,0.34927841083165,6415.57142857143,7,22
9937,ä¸Šè°·éº»ç´€,0.660755316581489,245,7,9
9961,ASG,0.213211571105096,6070,7,24
10048,Ashtar Command,0.562892212238615,6793.14285714286,7,10
10098,Ä°smail YK,0.3449689971917,156.142857142857,7,61
10101,ASMAT & emi,0.688485235278615,2349.28571428571,7,8
10180,Asterisk,0.23994997320716,2684.57142857143,7,12
10181,Asterisk*,0.624664893284731,238.285714285714,7,7
10228,Astrobrite,0.561098425785946,3894.71428571429,7,9
10253,Astrowind,0.230986794655543,6236.71428571429,7,163
10257,Asturias,0.43915621559697,1920.14285714286,7,8
10273,Asylum Street Spankers,0.389089008993903,9013,7,74
10275,åŠ æ²»ã²ã¨ã¿,0.579850157304195,187.142857142857,7,13
10342,A Thorn for Every Heart,0.519855470927184,2324.85714285714,7,36
10348,Atila,0.384725346005706,1241.42857142857,7,14
10363,Atlantic Connection,0.301084499681051,3104.28571428571,7,23
10397,Atols,0.592203261656853,2345.42857142857,7,9
10435,At One Stroke,0.707642900329374,2362.28571428571,7,9
10445,Atrax,0.597224357740956,1691.42857142857,7,20
10450,Atrium,0.313872611915558,5593.85714285714,7,100
10468,Attacker,0.34390099476848,8756.71428571429,7,149
10507,At War,0.379756348865606,2261.42857142857,7,14
10524,Auburn,0.282300747598028,9405.71428571429,7,48
10549,Audiofly,0.632345339837146,1200.57142857143,7,16
10551,Audio Highs,0.672703515864036,25.2857142857143,7,9
10605,Audrey Horne,0.496791120340426,5518.14285714286,7,7
10642,Aunt Sally,0.609975355536449,1518.42857142857,7,12
10698,Austin Roberts,0.188796875705829,14529.2857142857,7,37
10730,Automatic,0.212714919733187,13127.1428571429,7,57
10744,Autoramas,0.472000970329173,183,7,20
10769,Avail,0.39827249517845,7216.42857142857,7,8
10827,Avers,0.34302168400825,11867.1428571429,7,45
10891,AWeX,0.463788849428948,6153.14285714286,7,30
10894,A Wilhelm Scream,0.426773303942997,2685.71428571429,7,15
10904,Awol One,0.26935925098524,4165.28571428571,7,14
10990,ayami,0.34667687958844,1696.85714285714,7,9
10992,ãƒŸã‚ºãƒŽãƒžãƒª,0.533634085726117,3368.57142857143,7,14
11027,Aynur,0.581334652767312,181.714285714286,7,10
11124,Åževval Sam,0.740690965349351,10.5714285714286,7,7
11228,B4,0.463230243614812,674.285714285714,7,43
11265,Baba Zula,0.318594122545671,5169.42857142857,7,328
11267,Babble,0.196894243807156,12825.1428571429,7,121
11302,Baby Bird,0.340316779844049,7780.14285714286,7,8
11339,babylone,0.208705647214162,3949.28571428571,7,46
11374,Bachelor Girl,0.196721625056675,16690.4285714286,7,100
11376,Bachelors of Science,0.41132664894853,2337.71428571429,7,25
11428,Bad Bad Hats,0.652645603621881,1661.71428571429,7,7
11455,Badem,0.620743512972903,3419.85714285714,7,8
11462,Badger,0.240050133692314,3868,7,14
11488,Bad Moon Rising,0.442238905882893,3463.42857142857,7,13
11502,Bad Seed Rising,0.328341760619044,3848.14285714286,7,31
11521,Baggi Begovic,0.244462963434662,6163.85714285714,7,21
11632,Balligomingo,0.423234585957219,8353.42857142857,7,122
11680,Banabila,0.130762524512334,11242.2857142857,7,265
11709,Banda de Turistas,0.644158476725592,6413,7,7
11713,Banda Eva,0.592165927244929,215.285714285714,7,26
11723,Banda Los Recoditos,0.436791770177385,654.428571428571,7,55
11747,Bandish Projekt,0.135889846839726,5869.28571428571,7,78
11830,Banzai Republic,0.181952921468404,8933.57142857143,7,58
11846,Baracuda,0.377673901163416,4031.28571428571,7,53
11889,Barbara Morgenstern,0.235257532645398,12053.1428571429,7,60
11896,Barbara Randolph,0.209516877062486,10891.2857142857,7,53
11971,Barley Station,0.448979535364999,1872.14285714286,7,75
11988,Barney Kessel,0.411081087747211,4098.28571428571,7,14
11990,Barn Owl,0.372262610686277,10750.1428571429,7,14
11997,Baron,0.402067596691757,4281.28571428571,7,48
12044,Barry Gray,0.275523316266144,8806.85714285714,7,132
12072,Bart Baker,0.470938176330635,3610.71428571429,7,47
12131,Basil Poledouris,0.537791780881758,4234.28571428571,7,8
12298,BBB,0.454726061018745,412.142857142857,7,16
12309,BBM,0.477540116944821,1470.85714285714,7,27
12591,Beginners,0.525541942469727,6090.42857142857,7,19
12596,Beherit,0.635527822151589,1422.71428571429,7,11
12743,Ben Cox,0.132534456977962,8478.42857142857,7,123
12765,Beneficence,0.319980113946101,3249.14285714286,7,124
12797,Bening,0.549379892514969,252.714285714286,7,7
12868,Ben Mono,0.386428319412933,7244.14285714286,7,21
12875,Ben Neill,0.192868713458605,11659.5714285714,7,123
12895,Benny Blanko,0.253593562160201,9598.57142857143,7,84
12933,Ben Ottewell,0.37686057225152,9986.85714285714,7,8
12942,Ben Sims,0.529825142160228,5850.28571428571,7,14
12971,Beny MorÃ©,0.455218734375038,7004,7,10
13025,Bernard Fanning,0.331439332604941,9097.28571428571,7,99
13057,Beroshima,0.550393637780867,1551.14285714286,7,10
13295,Bezerra da Silva,0.549521468206157,1960.57142857143,7,8
13315,Bianca,0.142948068113009,13353.5714285714,7,84
13375,Big Bang,0.281177485101227,8273,7,35
13403,Big Bud,0.408230927269994,6564.71428571429,7,98
13512,Bigod 20,0.274332327187111,10921.1428571429,7,47
13543,Big Soul,0.281168889841571,10375.7142857143,7,35
13612,Bill Bruford,0.504047420702149,1478.14285714286,7,16
13620,Bill Champlin,0.411679400348473,2222.42857142857,7,13
13693,Bill Laswell,0.284499556943066,7853,7,61
13697,Bill Lovelady,0.534500296578513,4645.57142857143,7,7
13754,Billy Bland,0.16723165280303,10531.1428571429,7,10
13996,Birth Control,0.599102239758348,4444.42857142857,7,52
14076,Bizz Nizz,0.11563439967132,16659.1428571429,7,84
14113,Black 47,0.529172756549244,3016.42857142857,7,26
14226,Black Gold,0.312916120324712,12605.2857142857,7,55
14244,Black Hippy,0.644618700082695,82.2857142857143,7,7
14256,Blackjack Billy,0.310484499708464,9877.28571428571,7,35
14301,Black Majesty,0.367808335701739,5699,7,10
14311,Black Men United,0.350843622067737,4948,7,9
14341,Black Pearl,0.31355452230777,4981,7,40
14347,Black Prairie,0.471351476097108,8505,7,390
14412,Black Tape for a Blue Girl,0.347476512218807,7589,7,228
14438,Black Water Rising,0.0727548641165097,8530.42857142857,7,41
14458,Blade,0.473366367941966,4316.42857142857,7,137
14528,Blank Realm,0.447151722775345,10534.7142857143,7,33
14532,Blaq Tuxedo,0.627116067555055,661.714285714286,7,9
14633,Blinders,0.469555318734939,1680.57142857143,7,9
14643,BLINDMAN,0.234203306578202,4116.85714285714,7,94
14656,Blind Witness,0.575851752710022,128,7,7
14765,Blood Red Throne,0.540194726634952,1699.28571428571,7,32
14852,Blue County,0.220566464953842,10185.7142857143,7,27
15028,Boardwalk,0.111150334589394,17980.2857142857,7,31
15031,BOaT,0.605294359194173,211.714285714286,7,9
15186,Bobby Solo,0.276733269253518,3732.71428571429,7,35
15191,Bobby Taylor,0.363073208188391,10409.5714285714,7,45
15192,Bobby Taylor & The Vancouvers,0.197850846476465,15609.8571428571,7,90
15218,Bob Da Rage Sense,0.649961475114374,52.5714285714286,7,7
15264,Bob Log III,0.465696071543513,5193.14285714286,7,14
15489,Bonga,0.401177278486765,7188.57142857143,7,50
15606,Boondox,0.394065505728717,834.714285714286,7,20
15635,Boo Williams,0.595404992467256,565.428571428571,7,21
15638,Booze & Glory,0.435800258501657,2637.14285714286,7,10
15655,Bored Nothing,0.415396448029603,16949.2857142857,7,30
15704,Bosnian Rainbows,0.464623930540071,5912.57142857143,7,11
15710,Bossacucanova,0.278880123401671,11875.5714285714,7,17
15713,Bossa Nostra,0.254207760158441,5080.28571428571,7,21
15740,Botany,0.139007972683794,17795.2857142857,7,295
15850,Boy Howdy,0.103186491056137,16202.4285714286,7,57
15873,Boys Club,0.257809394756091,8192.14285714286,7,19
15977,Brain Police,0.651139440124974,1459.42857142857,7,108
16104,Brazos,0.328806526642112,16610.2857142857,7,20
16116,Breakbeat Era,0.648971647989733,3811,7,9
16164,Breeze,0.459334975147657,1464.71428571429,7,18
16227,Brett Bixby,0.581050563203516,505.428571428571,7,7
16245,Briana Marela,0.193241910069037,14592.2857142857,7,157
16246,Brian and Michael,0.332270250560048,8198.85714285714,7,10
16247,Brian Aneurysm,0.797081320484551,1090,7,16
16248,Brian Auger,0.295426514527536,2820.14285714286,7,18
16282,Brian Johnson,0.34757055617191,9753.14285714286,7,36
16284,Brian Kennedy,0.383994134137349,8939.71428571429,7,13
16378,Brighter Death Now,0.533589904886316,6485.14285714286,7,302
16390,Brighton Rock,0.1408012047543,14857.7142857143,7,13
16516,Broken Teeth,0.431777373707083,2063.71428571429,7,18
16549,Brooke Hogan,0.223859871041729,7677.14285714286,7,235
16593,Brotherhood of Pagans,0.507316522429238,3229,7,82
16602,Brother Orchid,0.448051803005146,3290.71428571429,7,89
16604,Brother Phelps,0.244289354144428,14658.2857142857,7,77
16641,Brownie McGhee,0.202729022184189,9315.85714285714,7,22
16642,Brownman Revival,0.342039524942657,1404.14285714286,7,134
16659,Bruce & Bongo,0.276700157687565,6530.28571428571,7,24
16674,Bruce Haack,0.332643387570635,8879.28571428571,7,34
16739,Brutality,0.43296010705369,766.857142857143,7,18
16778,Bryce,0.260619738373064,1913,7,69
16929,Buggles,0.280835109492916,11642.8571428571,7,158
16967,Buku,0.476376354958367,937.285714285714,7,9
17051,Burden Brothers,0.318206600011625,11247.1428571429,7,26
17098,Burning Rain,0.555207858372385,3124.14285714286,7,10
17102,Burning Sky,0.583712348408799,2072.14285714286,7,9
17183,Busy P,0.56709136546943,1217.28571428571,7,10
17332,ç™¾ç€¬èŽ‰ç·’,0.638285010974087,10.4285714285714,7,7
17469,ç›¸å‚å„ªæ­Œ,0.469423512994942,18.1428571428571,7,13
17527,Cabezones,0.623651675767703,1040.42857142857,7,8
17649,CAGE,0.313762776847202,9139.28571428571,7,122
17698,Caladan Brood,0.600202884207655,3933.42857142857,7,14
17760,Callalily,0.349715819738663,2819.42857142857,7,36
17828,CamÃ©lia Jordana,0.637527440431526,193.714285714286,7,10
17881,Cam Meekins,0.461988603541522,3193.14285714286,7,18
17885,CAMOUFLAGE,0.529300754900405,122.857142857143,7,9
